National Register of Historic Places,,,,,,,,,,
National Historic Landmarks Documentation,,,,,,,,,,
Note:  Not all NHLs have been digitized yet,,,,,,,,,,
,,,,,,,,,,
Reference,State,County,City,Resource,Address,Date Listed,,Text,,Photos
Number,,,,Name,,on NR,,Click me,,Click me
66000943,ALASKA              ,Skagway-Hoonah-Angoon   ,Skagway and                         ,Skagway Historic District and White Pass                                                                                ,Head of Taiya Inlet on Lynn Canal                                                                                       ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000943.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000943.PDF,Photos
70000919,ALASKA              ,Southeast Fairbanks     ,Eagle                               ,Eagle Historic District                                                                                                 ,"Mile 0, Taylor Hwy.                                                                                                     ",19701027,http://pdfhost.focus.nps.gov/docs/nhls/text/70000919.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000919.PDF,Photos
77001542,ALASKA              ,Valdez-Cordova          ,Katalla                             ,Bering Expedition Landing Site                                                                                          ,S of Katalla on Kayak Island                                                                                            ,19770720,http://pdfhost.focus.nps.gov/docs/nhls/text/77001542.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/77001542.PDF,Photos
78003420,ALASKA              ,Valdez-Cordova          ,Kennecott                           ,Kennecott Mines                                                                                                         ,SE of Kennecott Glacier on N bank of National Creek                                                                     ,19780712,http://pdfhost.focus.nps.gov/docs/nhls/text/78003420.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/78003420.PDF,Photos
66000957,ALASKA              ,Valdez-Cordova          ,Cordova                             ,Palugvik Archeological District                                                                                         ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000957.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000957.PDF,Photos
97001677,ALASKA              ,Wrangell-Peterburg      ,Kake                                ,Kake Cannery                                                                                                            ,1.5 mi. south of Kake                                                                                                   ,19971209,http://pdfhost.focus.nps.gov/docs/nhls/text/97001677.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/97001677.PDF,Photos
74000442,ALASKA              ,Yukon-Koyukuk           ,Lignite                             ,Dry Creek Archeological Site                                                                                            ,Address Restricted                                                                                                      ,19740906,http://pdfhost.focus.nps.gov/docs/nhls/text/74000442.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74000442.PDF,Photos
73002128,AMERICAN SAMOA      ,Eastern                 ,Pago Pago                           ,Blunts Point Naval Gun                                                                                                  ,Matautu Ridge                                                                                                           ,19730426,http://pdfhost.focus.nps.gov/docs/nhls/text/73002128.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73002128.PDF,Photos
72001443,AMERICAN SAMOA      ,Eastern                 ,Pago Pago                           ,Government House                                                                                                        ,Togotogo Ridge                                                                                                          ,19720316,http://pdfhost.focus.nps.gov/docs/nhls/text/72001443.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001443.PDF,Photos
66000936,ARIZONA             ,Apache                  ,Springerville                       ,Casa Malpais Site                                                                                                       ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000936.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000936.PDF,Photos
66000167,ARIZONA             ,Apache                  ,Ganado                              ,Hubbell Trading Post National Historic Site                                                                             ,W side of Ganado                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000167.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000167.PDF,Photos
04001155,ARIZONA             ,Apache                  ,Window Rock                         ,Navajo Nation Council Chamber                                                                                           ,W008-013 Circle Boulevard                                                                                               ,20040818,http://pdfhost.focus.nps.gov/docs/nhls/text/04001155.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/04001155.PDF,Photos
87001421,ARIZONA             ,Apache                  ,Petrified Forest National Park      ,Painted Desert Inn                                                                                                      ,Off US 40                                                                                                               ,19870528,http://pdfhost.focus.nps.gov/docs/nhls/text/87001421.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/87001421.PDF,Photos
09000082,ARIZONA             ,Apache                  ,Ganado                              ,"Sage Memorial Hospital School of Nursing, Ganado Mission                                                                ","Jct. AZ 264 and 291, Navajo Reservation                                                                                 ",20090116,http://pdfhost.focus.nps.gov/docs/nhls/text/09000082.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/09000082.PDF,Photos
66000169,ARIZONA             ,Cochise                 ,Douglas                             ,Double Adobe Site                                                                                                       ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000169.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000169.PDF,Photos
72000194,ARIZONA             ,Cochise                 ,Bowie                               ,Fort Bowie National Historic Site                                                                                       ,12 mi. S of Bowie                                                                                                       ,19720729,http://pdfhost.focus.nps.gov/docs/nhls/text/72000194.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72000194.PDF,Photos
